laureate_id,year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_date,death_city,death_country,decade,female_winner
761,2002,Literature,The Nobel Prize in Literature 2002,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""",1/1,Individual,Imre Kertész,1929-11-09,Budapest,Hungary,Male,UNKOWN,UNKOWN,UNKOWN,2016-03-31,Budapest,Hungary,2000,False
762,2002,Peace,The Nobel Peace Prize 2002,"""for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development""",1/1,Individual,Jimmy Carter,1924-10-01,"Plains, GA",United States of America,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2000,False
763,2003,Literature,The Nobel Prize in Literature 2003,"""who in innumerable guises portrays the surprising involvement of the outsider""",1/1,Individual,John M. Coetzee,1940-02-09,Cape Town,South Africa,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2000,False
764,2003,Medicine,The Nobel Prize in Physiology or Medicine 2003,"""for their discoveries concerning magnetic resonance imaging""",1/2,Individual,Paul C. Lauterbur,1929-05-06,"Sidney, OH",United States of America,Male,University of Illinois,"Urbana, IL",United States of America,2007-03-27,"Urbana, IL",United States of America,2000,False
765,2003,Medicine,The Nobel Prize in Physiology or Medicine 2003,"""for their discoveries concerning magnetic resonance imaging""",1/2,Individual,Sir Peter Mansfield,1933-10-09,London,United Kingdom,Male,"University of Nottingham, School of Physics and Astronomy",Nottingham,United Kingdom,2017-02-08,UNKOWN,UNKOWN,2000,False
766,2003,Physics,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids""",1/3,Individual,Alexei A. Abrikosov,1928-06-25,Moscow,Union of Soviet Socialist Republics (Russia),Male,Argonne National Laboratory,"Argonne, IL",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
767,2003,Physics,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids""",1/3,Individual,Vitaly L. Ginzburg,1916-10-04,Moscow,Russia,Male,P.N. Lebedev Physical Institute,Moscow,Russia,2009-11-08,UNKOWN,UNKOWN,2000,False
768,2003,Physics,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids""",1/3,Individual,Anthony J. Leggett,1938-03-26,London,United Kingdom,Male,University of Illinois,"Urbana, IL",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
769,2003,Chemistry,The Nobel Prize in Chemistry 2003,"""for discoveries concerning channels in cell membranes; for the discovery of water channels""",1/2,Individual,Peter Agre,1949-01-30,"Northfield, MN",United States of America,Male,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
770,2003,Chemistry,The Nobel Prize in Chemistry 2003,"""for discoveries concerning channels in cell membranes; for structural and mechanistic studies of ion channels""",1/2,Individual,Roderick MacKinnon,1956-02-19,"Burlington, MA",United States of America,Male,Rockefeller University,"New York, NY",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
771,2003,Economics,The Sveriges Riksbank Prize in Economic Sciences 2003,"""for methods of analyzing economic time series with time-varying volatility (ARCH)""",1/2,Individual,Robert F. Engle III,1942-11-10,"Syracuse, NY",United States of America,Male,New York University,"New York, NY",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
772,2003,Economics,The Sveriges Riksbank Prize in Economic Sciences 2003,"""for methods of analyzing economic time series with common trends (cointegration)""",1/2,Individual,Clive W.J. Granger,1934-09-04,Swansea,United Kingdom,Male,University of California,"San Diego, CA",United States of America,2009-05-27,"San Diego, CA",United States of America,2000,False
773,2003,Peace,The Nobel Peace Prize 2003,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",1/1,Individual,Shirin Ebadi,1947-06-21,Hamadan,Iran,Female,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2000,True
774,2004,Medicine,The Nobel Prize in Physiology or Medicine 2004,"""for their discoveries of odorant receptors and the organization of the olfactory system""",1/2,Individual,Richard Axel,1946-07-02,"New York, NY",United States of America,Male,Columbia University,"New York, NY",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
775,2004,Medicine,The Nobel Prize in Physiology or Medicine 2004,"""for their discoveries of odorant receptors and the organization of the olfactory system""",1/2,Individual,Linda B. Buck,1947-01-29,"Seattle, WA",United States of America,Female,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,True
776,2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",1/3,Individual,David J. Gross,1941-02-19,"Washington, DC",United States of America,Male,"University of California, Kavli Institute for Theoretical Physics","Santa Barbara, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
777,2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",1/3,Individual,H. David Politzer,1949-08-31,"New York, NY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
778,2004,Physics,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",1/3,Individual,Frank Wilczek,1951-05-15,"New York, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
779,2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",1/3,Individual,Aaron Ciechanover,1947-10-01,Haifa,British Protectorate of Palestine (Israel),Male,Technion - Israel Institute of Technology,Haifa,Israel,UNKOWN,UNKOWN,UNKOWN,2000,False
780,2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",1/3,Individual,Avram Hershko,1937-12-31,Karcag,Hungary,Male,Technion - Israel Institute of Technology,Haifa,Israel,UNKOWN,UNKOWN,UNKOWN,2000,False
781,2004,Chemistry,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation""",1/3,Individual,Irwin Rose,1926-07-16,"Brooklyn, NY",United States of America,Male,University of California,"Irvine, CA",United States of America,2015-06-03,"Deerfield, MA",United States of America,2000,False
782,2004,Literature,The Nobel Prize in Literature 2004,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",1/1,Individual,Elfriede Jelinek,1946-10-20,Mürzzuschlag,Austria,Female,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2000,True
783,2004,Peace,The Nobel Peace Prize 2004,"""for her contribution to sustainable development, democracy and peace""",1/1,Individual,Wangari Muta Maathai,1940-04-01,Nyeri,Kenya,Female,UNKOWN,UNKOWN,UNKOWN,2011-09-25,Nairobi,Kenya,2000,True
786,2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",1/2,Individual,Finn E. Kydland,1943-12-01,Gjesdal,Norway,Male,Carnegie Mellon University,"Pittsburgh, PA",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
787,2004,Economics,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",1/2,Individual,Edward C. Prescott,1940-12-26,"Glens Falls, NY",United States of America,Male,Arizona State University,"Tempe, AZ",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
789,2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",1/2,Individual,Barry J. Marshall,1951-09-30,Kalgoorlie,Australia,Male,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre",Nedlands,Australia,UNKOWN,UNKOWN,UNKOWN,2000,False
790,2005,Medicine,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",1/2,Individual,J. Robin Warren,1937-06-11,Adelaide,Australia,Male,UNKOWN,Perth,Australia,UNKOWN,UNKOWN,UNKOWN,2000,False
791,2005,Physics,The Nobel Prize in Physics 2005,"""for his contribution to the quantum theory of optical coherence""",1/2,Individual,Roy J. Glauber,1925-09-01,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
792,2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",1/4,Individual,John L. Hall,1934-08-21,"Denver, CO",United States of America,Male,"University of Colorado, JILA","Boulder, CO",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
793,2005,Physics,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique""",1/4,Individual,Theodor W. Hänsch,1941-10-30,Heidelberg,Germany,Male,Max-Planck-Institut für Quantenoptik,Garching,Germany,UNKOWN,UNKOWN,UNKOWN,2000,False
794,2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",1/3,Individual,Yves Chauvin,1930-10-10,Menin,Belgium,Male,Institut Français du Pétrole,Rueil-Malmaison,France,2015-01-27,Tours,France,2000,False
795,2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",1/3,Individual,Robert H. Grubbs,1942-02-27,"Possum Trot, KY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
796,2005,Chemistry,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis""",1/3,Individual,Richard R. Schrock,1945-01-04,"Berne, IN",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
797,2005,Peace,The Nobel Peace Prize 2005,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",1/2,Organization,International Atomic Energy Agency (IAEA),UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2000,False
798,2005,Peace,The Nobel Peace Prize 2005,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",1/2,Individual,Mohamed ElBaradei,1942-06-17,Cairo,Egypt,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2000,False
799,2005,Economics,The Sveriges Riksbank Prize in Economic Sciences 2005,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",1/2,Individual,Robert J. Aumann,1930-06-08,Frankfurt-on-the-Main,Germany,Male,"University of Jerusalem, Center for RationalityHebrew",Jerusalem,Israel,UNKOWN,UNKOWN,UNKOWN,2000,False
800,2005,Economics,The Sveriges Riksbank Prize in Economic Sciences 2005,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",1/2,Individual,Thomas C. Schelling,1921-04-14,"Oakland, CA",United States of America,Male,"University of Maryland, Department of Economics and School of Public Policy","College Park, MD",United States of America,2016-12-13,"Bethesda, MD",United States of America,2000,False
801,2005,Literature,The Nobel Prize in Literature 2005,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",1/1,Individual,Harold Pinter,1930-10-10,London,United Kingdom,Male,UNKOWN,UNKOWN,UNKOWN,2008-12-24,London,United Kingdom,2000,False
802,2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",1/2,Individual,Andrew Z. Fire,1959-04-27,"Stanford, CA",United States of America,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
803,2006,Medicine,The Nobel Prize in Physiology or Medicine 2006,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",1/2,Individual,Craig C. Mello,1960-10-19,"New Haven, CT",United States of America,Male,University of Massachusetts Medical School,"Worcester, MA",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
804,2006,Physics,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",1/2,Individual,John C. Mather,1946-08-07,"Roanoke, VA",United States of America,Male,NASA Goddard Space Flight Center,"Greenbelt, MD",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
805,2006,Physics,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",1/2,Individual,George F. Smoot,1945-02-20,"Yukon, FL",United States of America,Male,University of California,"Berkeley, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
806,2006,Chemistry,The Nobel Prize in Chemistry 2006,"""for his studies of the molecular basis of eukaryotic transcription""",1/1,Individual,Roger D. Kornberg,1947-04-24,"St. Louis, MO",United States of America,Male,Stanford University,"Stanford, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
807,2006,Economics,The Sveriges Riksbank Prize in Economic Sciences 2006,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",1/1,Individual,Edmund S. Phelps,1933-07-26,"Evanston, IL",United States of America,Male,Columbia University,"New York, NY",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
808,2006,Literature,The Nobel Prize in Literature 2006,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",1/1,Individual,Orhan Pamuk,1952-06-07,Istanbul,Turkey,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2000,False
809,2006,Peace,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below""",1/2,Individual,Muhammad Yunus,1940-06-28,Chittagong,British India (Bangladesh),Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2000,False
810,2006,Peace,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below""",1/2,Organization,Grameen Bank,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2000,False
811,2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",1/3,Individual,Mario R. Capecchi,1937-10-06,Verona,Italy,Male,University of Utah,"Salt Lake City, UT",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
812,2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",1/3,Individual,Sir Martin J. Evans,1941-01-01,Stroud,United Kingdom,Male,Cardiff University,Cardiff,United Kingdom,UNKOWN,UNKOWN,UNKOWN,2000,False
813,2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",1/3,Individual,Oliver Smithies,1925-06-23,Halifax,United Kingdom,Male,University of North Carolina,"Chapel Hill, NC",United States of America,2017-01-10,"Chapel Hill, NC",United States of America,2000,False
814,2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",1/2,Individual,Albert Fert,1938-03-07,Carcassonne,France,Male,Universit&eacute; Paris-Sud,Orsay,France,UNKOWN,UNKOWN,UNKOWN,2000,False
815,2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",1/2,Individual,Peter Grünberg,1939-05-18,Plzen,Czechoslovakia (Czech Republic),Male,Forschungszentrum J&uuml;lich,J&uuml;lich,Germany,UNKOWN,UNKOWN,UNKOWN,2000,False
816,2007,Chemistry,The Nobel Prize in Chemistry 2007,"""for his studies of chemical processes on solid surfaces""",1/1,Individual,Gerhard Ertl,1936-10-10,Bad Cannstatt,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,UNKOWN,UNKOWN,UNKOWN,2000,False
817,2007,Literature,The Nobel Prize in Literature 2007,"""that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny""",1/1,Individual,Doris Lessing,1919-10-22,Kermanshah,Persia (Iran),Female,UNKOWN,UNKOWN,UNKOWN,2013-11-17,London,United Kingdom,2000,True
818,2007,Peace,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",1/2,Organization,Intergovernmental Panel on Climate Change (IPCC),UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2000,False
819,2007,Peace,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",1/2,Individual,Albert Arnold (Al) Gore Jr.,1948-03-31,"Washington, DC",United States of America,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2000,False
820,2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",1/3,Individual,Leonid Hurwicz,1917-08-21,Moscow,Russia,Male,University of Minnesota,"Minneapolis, MN",United States of America,2008-06-24,"Minneapolis, MN",United States of America,2000,False
821,2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",1/3,Individual,Eric S. Maskin,1950-12-12,"New York, NY",United States of America,Male,Institute for Advanced Study,"Princeton, NJ",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
822,2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",1/3,Individual,Roger B. Myerson,1951-03-29,"Boston, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
823,2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for his discovery of human papilloma viruses causing cervical cancer""",1/2,Individual,Harald zur Hausen,1936-03-11,Gelsenkirchen,Germany,Male,German Cancer Research Center,Heidelberg,Germany,UNKOWN,UNKOWN,UNKOWN,2000,False
824,2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",1/4,Individual,Françoise Barré-Sinoussi,1947-07-30,Paris,France,Female,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",Paris,France,UNKOWN,UNKOWN,UNKOWN,2000,True
825,2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",1/4,Individual,Luc Montagnier,1932-08-18,Chabris,France,Male,World Foundation for AIDS Research and Prevention,Paris,France,UNKOWN,UNKOWN,UNKOWN,2000,False
826,2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",1/2,Individual,Yoichiro Nambu,1921-01-18,Tokyo,Japan,Male,"Enrico Fermi Institute, University of Chicago","Chicago, IL",United States of America,2015-07-05,Osaka,Japan,2000,False
827,2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",1/4,Individual,Makoto Kobayashi,1944-04-07,Nagoya,Japan,Male,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,UNKOWN,UNKOWN,UNKOWN,2000,False
828,2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",1/4,Individual,Toshihide Maskawa,1940-02-07,Nagoya,Japan,Male,Kyoto Sangyo University,Kyoto,Japan,UNKOWN,UNKOWN,UNKOWN,2000,False
829,2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",1/3,Individual,Osamu Shimomura,1928-08-27,Kyoto,Japan,Male,Marine Biological Laboratory (MBL),"Woods Hole, MA",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
830,2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",1/3,Individual,Martin Chalfie,1947-01-15,"Chicago, IL",United States of America,Male,Columbia University,"New York, NY",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
831,2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",1/3,Individual,Roger Y. Tsien,1952-02-01,"New York, NY",United States of America,Male,University of California,"San Diego, CA",United States of America,2016-08-24,"Eugene, OR",United States of America,2000,False
832,2008,Literature,The Nobel Prize in Literature 2008,"""author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization""",1/1,Individual,Jean-Marie Gustave Le Clézio,1940-04-13,Nice,France,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2000,False
833,2008,Peace,The Nobel Peace Prize 2008,"""for his important efforts, on several continents and over more than three decades, to resolve international conflicts""",1/1,Individual,Martti Ahtisaari,1937-06-23,Viipuri (Vyborg),Finland,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2000,False
834,2008,Economics,The Sveriges Riksbank Prize in Economic Sciences 2008,"""for his analysis of trade patterns and location of economic activity""",1/1,Individual,Paul Krugman,1953-02-28,"New York, NY",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
835,2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1/3,Individual,Elizabeth H. Blackburn,1948-11-26,"Hobart, Tasmania",Australia,Female,University of California,"San Francisco, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,True
836,2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1/3,Individual,Carol W. Greider,1961-04-15,"San Diego, CA",United States of America,Female,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,True
837,2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1/3,Individual,Jack W. Szostak,1952-11-09,London,United Kingdom,Male,Harvard Medical School,"Boston, MA",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
838,2009,Physics,The Nobel Prize in Physics 2009,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",1/2,Individual,Charles Kuen Kao,1933-11-04,Shanghai,China,Male,Standard Telecommunication Laboratories,Harlow,United Kingdom,UNKOWN,UNKOWN,UNKOWN,2000,False
839,2009,Physics,The Nobel Prize in Physics 2009,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",1/4,Individual,Willard S. Boyle,1924-08-19,"Amherst, NS",Canada,Male,Bell Laboratories,"Murray Hill, NJ",United States of America,2011-05-07,"Truro, NS",Canada,2000,False
840,2009,Physics,The Nobel Prize in Physics 2009,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",1/4,Individual,George E. Smith,1930-05-10,"White Plains, NY",United States of America,Male,Bell Laboratories,"Murray Hill, NJ",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
841,2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",1/3,Individual,Venkatraman Ramakrishnan,UNKOWN,"Chidambaram, Tamil Nadu",India,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,UNKOWN,UNKOWN,UNKOWN,2000,False
842,2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",1/3,Individual,Thomas A. Steitz,1940-08-23,"Milwaukee, WI",United States of America,Male,Yale University,"New Haven, CT",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
843,2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",1/3,Individual,Ada E. Yonath,1939-06-22,Jerusalem,British Mandate of Palestine (Israel),Female,Weizmann Institute of Science,Rehovot,Israel,UNKOWN,UNKOWN,UNKOWN,2000,True
844,2009,Literature,The Nobel Prize in Literature 2009,"""who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed""",1/1,Individual,Herta Müller,1953-08-17,"Nitzkydorf, Banat",Romania,Female,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2000,True
845,2009,Peace,The Nobel Peace Prize 2009,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",1/1,Individual,Barack H. Obama,1961-08-04,"Honolulu, HI",United States of America,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2000,False
846,2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for her analysis of economic governance, especially the commons""",1/2,Individual,Elinor Ostrom,1933-08-07,"Los Angeles, CA",United States of America,Female,Indiana University,"Bloomington, IN",United States of America,2012-06-12,"Bloomington, IN",United States of America,2000,True
847,2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for his analysis of economic governance, especially the boundaries of the firm""",1/2,Individual,Oliver E. Williamson,1932-09-27,"Superior, WI",United States of America,Male,University of California,"Berkeley, CA",United States of America,UNKOWN,UNKOWN,UNKOWN,2000,False
848,2010,Medicine,The Nobel Prize in Physiology or Medicine 2010,"""for the development of in vitro fertilization""",1/1,Individual,Robert G. Edwards,1925-09-27,Batley,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,2013-04-10,Cambridge,United Kingdom,2010,False
849,2010,Physics,The Nobel Prize in Physics 2010,"""for groundbreaking experiments regarding the two-dimensional material graphene""",1/2,Individual,Andre Geim,1958-10-21,Sochi,Russia,Male,University of Manchester,Manchester,United Kingdom,UNKOWN,UNKOWN,UNKOWN,2010,False
850,2010,Physics,The Nobel Prize in Physics 2010,"""for groundbreaking experiments regarding the two-dimensional material graphene""",1/2,Individual,Konstantin Novoselov,1974-08-23,Nizhny Tagil,Russia,Male,University of Manchester,Manchester,United Kingdom,UNKOWN,UNKOWN,UNKOWN,2010,False
851,2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",1/3,Individual,Richard F. Heck,1931-08-15,"Springfield, MA",United States of America,Male,University of Delaware,UNKOWN,United States of America,2015-10-09,Manila,Philippines,2010,False
852,2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",1/3,Individual,Ei-ichi Negishi,1935-07-14,Changchun,China,Male,Purdue University,"West Lafayette, IN",United States of America,UNKOWN,UNKOWN,UNKOWN,2010,False
853,2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",1/3,Individual,Akira Suzuki,1930-09-12,Mukawa,Japan,Male,Hokkaido University,Sapporo,Japan,UNKOWN,UNKOWN,UNKOWN,2010,False
854,2010,Literature,The Nobel Prize in Literature 2010,"""for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat""",1/1,Individual,Mario Vargas Llosa,1936-03-28,Arequipa,Peru,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2010,False
855,2010,Peace,The Nobel Peace Prize 2010,"""for his long and non-violent struggle for fundamental human rights in China""",1/1,Individual,Liu Xiaobo,1955-12-28,UNKOWN,China,Male,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,UNKOWN,2010,False
